<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.04.09	0.96354	0.97054	0.96189	0.96724	76414	98662	10
2015.04.10	0.96724	0.97134	0.96249	0.96453	67859	88933	6
2015.04.13	0.96477	0.96533	0.95294	0.95590	69924	96126	4
2015.04.14	0.95584	0.95859	0.94997	0.95180	72562	99811	8
2015.04.15	0.95182	0.95710	0.94164	0.94369	94068	130493	5
2015.04.16	0.94335	0.95684	0.94328	0.95099	108165	132615	4
2015.04.17	0.95078	0.95339	0.94234	0.95249	95458	128152	6
2015.04.20	0.95549	0.95579	0.94088	0.94378	74052	98795	4
2015.04.21	0.94378	0.95043	0.94178	0.94661	84780	105735	8
2015.04.22	0.94643	0.95436	0.94604	0.94885	89280	108185	7
2015.04.23	0.94863	0.94994	0.94358	0.94447	94959	115575	6
2015.04.24	0.94424	0.95341	0.94289	0.95239	88974	111263	4
2015.04.27	0.95324	0.95389	0.94752	0.94960	84316	100410	7
2015.04.28	0.94951	0.96547	0.94750	0.96539	100480	117844	1
2015.04.29	0.96536	0.96693	0.95998	0.96207	118253	148873	5
2015.04.30	0.96204	0.96352	0.94836	0.95454	123199	148330	7
2015.05.01	0.95459	0.95576	0.95064	0.95404	72952	108342	8
2015.05.04	0.95160	0.95358	0.94683	0.94776	61989	82638	9
2015.05.05	0.94759	0.95895	0.94361	0.95825	92559	117901	4
2015.05.06	0.95815	0.96254	0.95668	0.95970	87853	119158	4
2015.05.07	0.95961	0.96374	0.95509	0.95878	89817	115135	4
2015.05.08	0.95886	0.96225	0.95210	0.95794	91984	117496	4
2015.05.11	0.95739	0.95959	0.95424	0.95490	70333	88352	8
2015.05.12	0.95459	0.96198	0.95403	0.95850	76762	96450	8
2015.05.13	0.95828	0.97061	0.95489	0.96994	81449	107672	4
2015.05.14	0.96994	0.97469	0.96439	0.96776	87152	112261	1
2015.05.15	0.96776	0.96924	0.96238	0.96474	81576	99520	7
2015.05.18	0.96473	0.97315	0.96228	0.97134	69103	86025	4
2015.05.19	0.97138	0.97233	0.96638	0.96792	90342	110377	5
2015.05.20	0.96781	0.96953	0.95984	0.96122	99737	121717	4
2015.05.21	0.96122	0.96485	0.96011	0.96279	94651	111833	4
2015.05.22	0.96279	0.96597	0.95952	0.96059	94927	116824	4
2015.05.25	0.96074	0.96418	0.95980	0.96308	59294	71948	4
2015.05.26	0.96308	0.96534	0.95942	0.96163	99860	124008	4
2015.05.27	0.96164	0.96391	0.95871	0.96201	94460	117765	4
2015.05.28	0.96201	0.96604	0.95058	0.95097	110724	135549	4
2015.05.29	0.95096	0.95726	0.94941	0.95103	103146	128207	5
2015.06.01	0.94986	0.95580	0.94980	0.95218	101166	125019	4
2015.06.02	0.95217	0.96591	0.95199	0.96363	126060	156682	4
2015.06.03	0.96351	0.97168	0.96320	0.96944	119079	147776	1
2015.06.04	0.96938	0.96955	0.95643	0.96093	119315	144746	4
2015.06.05	0.96072	0.96534	0.94635	0.94770	107930	132957	4
2015.06.08	0.94733	0.95576	0.94711	0.95571	97371	120555	4
2015.06.09	0.95570	0.95714	0.94489	0.94855	112756	140872	1
2015.06.10	0.94869	0.95376	0.94310	0.95031	128650	158905	4
